RR_Location,RR_Latitude,RR_Longitude,Station_ID,Station_Name,Station_Address,Station_City,Station_State,Station_Zip,Station_Latitude,Station_Longitude,Distance,Unleaded_Regular_Price,Unleaded_Plus_Price,Unleaded_Premium_Price,Diesel_Regular_Price,Brand,Phone,Excellent_Price,Current_Price,Transaction_Time,Transaction_Time_Ms,API_Updated,API_Updated_Time,API_Station_ID
"Road Ranger #225 - Princeton, IL",41.4031053,-89.4689005,BP 9157801|1838 N MAIN ST|PRINCETON,BP 9157801,1838 N MAIN ST,PRINCETON,IL,61356-9784,41.39289,-89.466861,0.71,4.179,,,5.199,BP PRODUCTS NA,8158720630,False,True,2026-04-18T01:22:39.242000,1776475359242,No,,
"Road Ranger #225 - Princeton, IL",41.4031053,-89.4689005,CASEYS #1837|520 W PERU ST|PRINCETON,CASEYS #1837,520 W PERU ST,PRINCETON,IL,61356-1949,41.37168,-89.471548,2.18,4.179,,,5.199,CASEY'S GENERAL STORE,8158751420,,,04/17/2026 22:59:14 PM,,Yes,2026-04-18T04:46:11.050582+00:00,1837
"Road Ranger #225 - Princeton, IL",41.4031053,-89.4689005,CASEYS #3531|2125 N MAIN ST|PRINCETON,CASEYS #3531,2125 N MAIN ST,PRINCETON,IL,61356-9729,41.39565,-89.46803,0.52,4.179,,5.079,5.199,CASEY'S GENERAL STORE,7793400428,,,04/17/2026 22:59:13 PM,,Yes,2026-04-18T04:46:11.050611+00:00,3531
"Road Ranger #225 - Princeton, IL",41.4031053,-89.4689005,FLYING J 644|343 CIVIC RD|LA SALLE,FLYING J 644,343 CIVIC RD,LA SALLE,IL,61301-9757,41.36784,-89.099,19.33,3.959,4.499,4.829,5.399,PILOT,8152200611,,,2026-04-18T04:45:14.309459+00:00,,Yes,2026-04-18T04:45:14.309462+00:00,644
"Road Ranger #225 - Princeton, IL",41.4031053,-89.4689005,SAPP BROTHERS ILLINOIS T|3130 MAY RD|PERU,SAPP BROTHERS ILLINOIS T,3130 MAY RD,PERU,IL,61354-9618,41.36706,-89.15231,16.6,3.959,4.299,4.499,5.199,SAPP BROS,8152241065,,,,,Yes,2026-04-18T04:49:52.700361+00:00,103180
"Road Ranger #225 - Princeton, IL",41.4031053,-89.4689005,SHELL SERVICE STATIO|2225 N MAIN ST|PRINCETON,SHELL SERVICE STATIO,2225 N MAIN ST,PRINCETON,IL,61356-9791,41.39704938,-89.46789438,0.42,4.199,,,,SHELL,8156264084,False,True,2026-04-18T00:20:50.589000,1776471650589,No,,
"Road Ranger #226 - Greenwood, IN ",39.6136413,-86.0711201,CIRCLE K # 02287|1183 E MAIN ST|GREENWOOD,CIRCLE K # 02287,1183 E MAIN ST,GREENWOOD,IN,46143-9757,39.614374,-86.079404,0.44,3.749,4.249,4.749,5.479,CIRCLE K,3178889806,,,2026-04-17 14:45:00.0,,Yes,2026-04-18T04:46:25.952978+00:00,4702287
"Road Ranger #226 - Greenwood, IN ",39.6136413,-86.0711201,PILOT|2962 E 500 N|WHITELAND,PILOT,2962 E 500 N,WHITELAND,,,39.5513962,-86.04594688,4.51,3.799,4.389,4.889,5.799,Pilot,,,,2026-04-18T04:45:15.933704+00:00,,Yes,2026-04-18T04:45:15.933712+00:00,37
"Road Ranger #226 - Greenwood, IN ",39.6136413,-86.0711201,SPEEDWAY 43968|5 S GRAHAM RD|GREENWOOD,SPEEDWAY 43968,5 S GRAHAM RD,GREENWOOD,IN,46143,39.61465,-86.06368,0.4,3.799,4.299,4.799,5.479,SPEEDWAY,3178870718,,,3 minutes ago,,Yes,2026-04-18T04:48:21.061151+00:00,
"Road Ranger #235 - Hampshire, IL",42.149425,-88.5115959,SPEEDWAY 43539|110 Arrowhead Dr|Hampshire,SPEEDWAY 43539,110 Arrowhead Dr,Hampshire,IL,60140,42.147751,-88.510068,0.14,4.499,5.099,5.599,5.449,Speedway,,,,2 days ago,,Yes,2026-04-18T04:48:22.778831+00:00,
"Road Ranger #235 - Hampshire, IL",42.149425,-88.5115959,TA Elgin|19 N. 430 US HWY 20|HAMPSHIRE,TA Elgin,19 N. 430 US HWY 20,HAMPSHIRE,IL,,42.14513716,-88.5096376,0.29,4.499,4.999,5.599,5.489,TA-Petro,,,,2026-04-18T04:49:00.140317+00:00,,Yes,2026-04-18T04:49:00.140352+00:00,
"Road Ranger #235 - Hampshire, IL",42.149425,-88.5115959,"Love's Travel Stop in Elk Grove Village, IL. Store #800|1900 Busse Rd|Elk Grove Village","Love's Travel Stop in Elk Grove Village, IL. Store #800",1900 Busse Rd,Elk Grove Village,IL,60007,41.99875,-87.96085,30.11,4.359,4.859,5.359,5.549,Love's,(224) 266-6601,,,2026-04-18T04:47:05.001583+00:00,,Yes,2026-04-18T04:47:05.001596+00:00,
"Road Ranger #235 - Hampshire, IL",42.149425,-88.5115959,"Love's Travel Stop in Hampshire, IL. Store #763|201 Love's Crossing|Hampshire","Love's Travel Stop in Hampshire, IL. Store #763",201 Love's Crossing,Hampshire,IL,60140,42.149101,-88.514535,0.15,4.499,4.999,5.499,5.479,Love's,(847) 683-7433,,,2026-04-18T04:47:03.592712+00:00,,Yes,2026-04-18T04:47:03.592739+00:00,
"Road Ranger #236 - East Troy, WI",42.7906328,-88.3891736,KWIK TRIP #1029|1880 MAIN ST|EAST TROY,KWIK TRIP #1029,1880 MAIN ST,EAST TROY,WI,53120,42.793174,-88.388673,0.18,3.899,,5.099,4.899,KWIK TRIP,2626421409,False,True,2026-04-18T01:11:56.317000,1776474716317,No,,
"Road Ranger #236 - East Troy, WI",42.7906328,-88.3891736,SCOTT OIL CO.INC|2526 MAIN ST|EAST TROY,SCOTT OIL CO.INC,2526 MAIN ST,EAST TROY,WI,53120-1345,42.790827,-88.391145,0.1,3.903,,,,SHELL,2626424624,False,True,2026-04-18T02:13:05.922000,1776478385922,No,,
"Road Ranger #240 - Lake Station, IN",41.5785273,-87.2396748,FLYING J 650|1401 RIPLEY ST|LAKE STATION,FLYING J 650,1401 RIPLEY ST,LAKE STATION,IN,,41.58641714,-87.23927189,0.55,3.599,4.149,4.629,5.459,Pilot,,,,2026-04-18T04:45:17.553103+00:00,,Yes,2026-04-18T04:45:17.553106+00:00,650
"Road Ranger #240 - Lake Station, IN",41.5785273,-87.2396748,LAKE GOLO|3600 CENTRAL AVE|LAKE STATION,LAKE GOLO,3600 CENTRAL AVE,LAKE STATION,IN,46405-2320,41.57488503,-87.23948748,0.25,3.599,,,,Wex,,True,True,2026-04-17T21:21:28.443000,1776460888443,No,,
"Road Ranger #240 - Lake Station, IN",41.5785273,-87.2396748,LUKE 235|2178 RIPLEY ST|LAKE STATION,LUKE 235,2178 RIPLEY ST,LAKE STATION,IN,46405-1164,41.57835925,-87.24047752,0.04,3.659,,,,Wex,,True,True,2026-04-17T20:42:35.690000,1776458555690,No,,
"Road Ranger #240 - Lake Station, IN",41.5785273,-87.2396748,MR FUEL 1020|1235 RIPLEY ST|LAKE STATION,MR FUEL 1020,1235 RIPLEY ST,LAKE STATION,IN,,41.58832075,-87.2394769,0.68,3.599,4.099,4.579,5.259,Pilot,,,,2026-04-18T04:45:19.168493+00:00,,Yes,2026-04-18T04:45:19.168501+00:00,1020
"Road Ranger #242 - Saint Robert, MO",37.8362414,-92.0993155,Phillips - 14130|14130 HIGHWAY Z|SAINT ROBERT,Phillips - 14130,14130 HIGHWAY Z,SAINT ROBERT,MO,65584-3750,37.833308,-92.098426,0.21,3.599,3.899,4.119,4.999,PHILLIPS 66,9999999999,,,2026-04-18T04:49:18.187837+00:00,,Yes,2026-04-18T04:49:18.187849+00:00,93b4c412-1a4a-4ecf-b80d-432a0e702145
"Road Ranger #242 - Saint Robert, MO",37.8362414,-92.0993155,FLYING J 673|825 N LOOP DR|SULLIVAN,FLYING J 673,825 N LOOP DR,SULLIVAN,MO,63080,38.225924,-91.157,57.88,3.859,4.429,4.789,5.099,PILOT,5738608880,,,2026-04-18T04:45:20.785307+00:00,,Yes,2026-04-18T04:45:20.785312+00:00,673
"Road Ranger #242 - Saint Robert, MO",37.8362414,-92.0993155,CENEX|681 OLD RTE 66|SAINT ROBERT,CENEX,681 OLD RTE 66,SAINT ROBERT,MO,65065-3338,37.8226802,-92.16412889,3.62,3.419,,4.029,4.749,CENEX,5733481445,False,True,2026-04-18T04:34:37.311000,1776486877311,No,,
"Road Ranger #242 - Saint Robert, MO",37.8362414,-92.0993155,JONESYS TRAVEL CENTE|2031 W ELM ST|LEBANON,JONESYS TRAVEL CENTE,2031 W ELM ST,LEBANON,MO,65536-3905,37.64876,-92.66957,33.74,3.359,,4.059,4.699,UNKNOWN,4175882281,True,True,2026-04-17T19:13:37.158000,1776453217158,No,,
"Road Ranger #242 - Saint Robert, MO",37.8362414,-92.0993155,L W PERUSSE OIL CO.|333 HIGHWAY Z|SAINT ROBERT,L W PERUSSE OIL CO.,333 HIGHWAY Z,SAINT ROBERT,MO,65584-4649,37.822771,-92.140811,2.45,3.579,,,,CENEX,5733365220,False,False,2026-04-16T17:57:52.322000,1776362272322,No,,
"Road Ranger #242 - Saint Robert, MO",37.8362414,-92.0993155,"Love's Travel Stop in Rolla , MO. Store #341|3500 Hy Point Ind. Park Dr.|Rolla","Love's Travel Stop in Rolla , MO. Store #341",3500 Hy Point Ind. Park Dr.,Rolla ,MO,65401,37.981593,-91.71933,23.02,3.799,4.199,4.499,5.089,Love's,(573) 426-5683,,,2026-04-18T04:47:06.315906+00:00,,Yes,2026-04-18T04:47:06.315920+00:00,
"Road Ranger #242 - Saint Robert, MO",37.8362414,-92.0993155,MAVERIK|130 OLD RTE|SAINT ROBERT,MAVERIK,130 OLD RTE 66,SAINT ROBERT,MO,,37.82225433,-92.14425824,2.6,3.419,,4.019,4.739,MAVERIK,,,,2026-04-18T04:49:51.444783+00:00,,Yes,2026-04-18T04:49:51.444783+00:00,
"Road Ranger #242 - Saint Robert, MO",37.8362414,-92.0993155,ON THE RUN #250|122 SAINT ROBERT BLVD|SAINT ROBERT,ON THE RUN #250,122 SAINT ROBERT BLVD,SAINT ROBERT,MO,65584-3311,37.82702,-92.14528,2.59,3.419,,,4.739,EXXONMOBIL,5733365853,False,True,2026-04-17T23:53:31.463000,1776470011463,No,,
"Road Ranger #263 - Ottawa, IL",41.3789124,-88.7772025,JOHNSON OIL CO.|3074 N STATE ROUTE 71|OTTAWA,JOHNSON OIL CO.,3074 N STATE ROUTE 71,OTTAWA,IL,61350-9707,41.37198,-88.78345,0.58,4.199,,,5.499,SHELL,8154347581,False,True,2026-04-17T23:54:20.450000,1776470060450,No,,
"Road Ranger #263 - Ottawa, IL",41.3789124,-88.7772025,"Love's Travel Stop in Utica , IL. Store #351|3020 E. 8th Rd.|Utica|RR263","Love's Travel Stop in Utica , IL. Store #351",3020 E. 8th Rd.,Utica ,IL,61373,41.370086,-89.00914,12.08,3.999,4.499,4.999,5.389,Love's,(815) 667-4572,,,2026-04-18T04:46:48.884081+00:00,,Yes,2026-04-18T04:46:48.884083+00:00,
"Road Ranger #263 - Ottawa, IL",41.3789124,-88.7772025,PILOT 483|3801 N DIVISION ST|MORRIS,PILOT 483,3801 N DIVISION ST,MORRIS,IL,60450-9435,41.39585,-88.42249,18.42,4.099,4.749,5.209,5.559,PILOT,8157050120,,,2026-04-18T04:45:22.384762+00:00,,Yes,2026-04-18T04:45:22.384765+00:00,483
"Road Ranger #263 - Ottawa, IL",41.3789124,-88.7772025,THORNTONS #222364|102 W ETNA RD|OTTAWA,THORNTONS #222364,102 W ETNA RD,OTTAWA,IL,61350-1001,41.37279,-88.83682,3.12,4.159,4.599,5.029,5.299,THORNTONS,5023398385,,,2026-04-18 00:44:48,,Yes,2026-04-18T04:46:43.525235+00:00,
"Road Ranger #265 - Dixon, IL",41.8225492,-89.4751038,CASEYS #4384|1751 S GALENA AVE|DIXON,CASEYS #4384,1751 S GALENA AVE,DIXON,IL,61021,41.824132,-89.474619,0.11,3.939,,4.889,5.299,CASEY'S GENERAL STORE,8882273970,,,04/17/2026 22:59:14 PM,,Yes,2026-04-18T04:46:11.050640+00:00,4384
"Road Ranger #265 - Dixon, IL",41.8225492,-89.4751038,MURPHY 7165 ATWALMRT|1620 S GALENA AVE|DIXON,MURPHY 7165 ATWALMRT,1620 S GALENA AVE,DIXON,IL,61021-9611,41.827062,-89.475393,0.31,3.929,4.429,4.729,5.259,MURPHY USA,8708816817,,,2026-04-17T22:57:16.547Z,,Yes,2026-04-18T04:48:32.852128+00:00,
"Road Ranger #266 - New Berlin, IL",39.7325419,-89.9245933,"Love's Travel Stop in South Jacksonville, IL. Store #687|201 Loves Dr|South Jacksonville","Love's Travel Stop in South Jacksonville, IL. Store #687",201 Loves Dr,South Jacksonville,IL,62650,39.689652,-90.230048,16.5,4.099,4.599,5.099,5.689,Love's,(217) 243-0400,,,2026-04-18T04:47:07.664319+00:00,,Yes,2026-04-18T04:47:07.664332+00:00,
"Road Ranger #267 - Pharr, TX",26.09359296,-98.20167933,RIVER MART|914 W MILITARY HWY|PHARR,RIVER MART,914 W MILITARY HWY,PHARR,,,26.09669724,-98.2125432,0.71,,,,,Wex,,,,,,No,,
"Road Ranger #267 - Pharr, TX",26.09359296,-98.20167933,Valero - 10701|10701 S CAGE BLVD|PHARR,Valero - 10701,10701 S CAGE BLVD,PHARR,TX,78577-8467,26.087621,-98.201982,0.41,3.699,4.299,4.699,5.199,VALERO,9567029919,,,2026-04-18T04:49:30.600991+00:00,,Yes,2026-04-18T04:49:30.601022+00:00,1479a7ca-c35e-481d-9e33-bf40013736cc
"Road Ranger #267 - Pharr, TX",26.09359296,-98.20167933,SUNOCO SRVC STATION|7401 S JACKSON RD|PHARR,SUNOCO SRVC STATION,7401 S JACKSON RD,PHARR,TX,78577,26.12549061,-98.2160992,2.07,3.599,,,5.179,SUNOCO,9999999999,False,True,2026-04-17T20:28:41.342000,1776457721342,No,,
"Road Ranger #268 - Grayville, IL",38.2401076,-87.9991526,CASEYS #2514|306 N COURT ST|GRAYVILLE,CASEYS #2514,306 N COURT ST,GRAYVILLE,IL,62844-1205,38.259746,-87.99629,1.37,4.299,,,5.459,CASEY'S GENERAL STORE,6183757920,,,04/17/2026 22:59:14 PM,,Yes,2026-04-18T04:46:11.050657+00:00,2514
"Road Ranger #268 - Grayville, IL",38.2401076,-87.9991526,HUCKS 101|552 N COURT ST|GRAYVILLE,HUCKS 101,552 N COURT ST,GRAYVILLE,IL,62844-1207,38.26199,-87.99628,1.52,4.299,,,5.649,MARTIN & BAYLEY,6183757062,,,,,Yes,2026-04-18T04:49:53.543747+00:00,99841
"Road Ranger #268 - Grayville, IL",38.2401076,-87.9991526,"Love's Travel Stop in Haubstadt, IN. Store #414|901 East 1250 South|Haubstadt","Love's Travel Stop in Haubstadt, IN. Store #414",901 East 1250 South,Haubstadt,IN,47639,38.17337,-87.55159,24.73,3.789,4.289,4.789,5.389,Love's,(812) 768-5838,,,2026-04-18T04:47:09.048033+00:00,,Yes,2026-04-18T04:47:09.048063+00:00,
"Road Ranger #268 - Grayville, IL",38.2401076,-87.9991526,PILOT|4610 BROADWAY ST|MT,PILOT,4610 BROADWAY ST,MT,,,38.31265427,-88.96099905,52.41,4.199,4.779,5.289,5.459,Pilot,,,,2026-04-18T04:45:23.969834+00:00,,Yes,2026-04-18T04:45:23.969842+00:00,482
"Road Ranger #269 - Marshall, IL",39.4244757,-87.6917016,CLARK COUNTY FUELS L|105 S MICHIGAN AVE|MARSHALL,CLARK COUNTY FUELS L,105 S MICHIGAN AVE,MARSHALL,IL,62441-1438,39.391266,-87.693761,2.3,3.999,,5.499,,MARATHON,2178265619,False,True,2026-04-17T21:42:44.844000,1776462164844,No,,
"Road Ranger #269 - Marshall, IL",39.4244757,-87.6917016,"Love's Travel Stop in Greenup, IL. Store #688|203 N Haughton Hwy|Greenup","Love's Travel Stop in Greenup, IL. Store #688",203 N Haughton Hwy,Greenup,IL,62428,39.253591,-88.152286,27.3,4.199,4.699,5.199,5.389,Love's,(217) 923-3220,,,2026-04-18T04:47:10.409857+00:00,,Yes,2026-04-18T04:47:10.409870+00:00,
"Road Ranger #269 - Marshall, IL",39.4244757,-87.6917016,ONE9|5555 E MARGARET DR|TERRE,ONE9,5555 E MARGARET DR,TERRE,,,39.43335403,-87.33222599,19.2,3.589,4.129,4.639,5.099,Pilot,,,,2026-04-18T04:45:25.564282+00:00,,Yes,2026-04-18T04:45:25.564290+00:00,297
"Road Ranger #269 - Marshall, IL",39.4244757,-87.6917016,PILOT 1174|104 W TREFZ DR|MARSHALL,PILOT 1174,104 W TREFZ DR,MARSHALL,IL,62441-3828,39.417852,-87.693623,0.47,4.199,4.799,5.379,5.499,PILOT,8005626210,,,2026-04-18T04:45:27.209918+00:00,,Yes,2026-04-18T04:45:27.209926+00:00,1174
"Road Ranger #269 - Marshall, IL",39.4244757,-87.6917016,Pilot|2500 N 3RD ST|,Pilot,2500 N 3RD ST,,,,39.14919773,-88.53069366,48.73,3.799,4.399,4.909,5.499,Pilot,,,,2026-04-18T04:45:28.822247+00:00,,Yes,2026-04-18T04:45:28.822255+00:00,165
"Road Ranger #269 - Marshall, IL",39.4244757,-87.6917016,SHELL SERVICE STATIO|1803 IL -1|MARSHALL,SHELL SERVICE STATIO,1803 IL -1,MARSHALL,IL,62441,39.41733797,-87.69275058,0.52,4.199,,,5.399,SHELL,2174427667,False,True,2026-04-18T00:53:05.748000,1776473585748,No,,
"Road Ranger #270 - Moore, TX",29.0290735,-99.0507167,"Love's Travel Stop in Natalia, TX. Store #471|21548 FM 471 S|Natalia","Love's Travel Stop in Natalia, TX. Store #471",21548 FM 471 S,Natalia,TX,78059,29.184841,-98.846451,16.37,3.699,4.199,4.549,5.289,Love's,(830) 663-5540,,,2026-04-18T04:47:11.750678+00:00,,Yes,2026-04-18T04:47:11.750691+00:00,
"Road Ranger #270 - Moore, TX",29.0290735,-99.0507167,PILOT|14555 INTERSTATE 35|VAN,PILOT,14555 INTERSTATE 35,VAN,,,29.27977918,-98.66878092,28.83,3.699,4.299,4.789,5.199,Pilot,,,,2026-04-18T04:45:30.436802+00:00,,Yes,2026-04-18T04:45:30.436808+00:00,568
"Road Ranger #270 - Moore, TX",29.0290735,-99.0507167,Petro Travel Center|110 I-35 Frontage Rd|PEARSALL,Petro Travel Center,110 I-35 Frontage Rd,PEARSALL,TX,78061,28.89964217,-99.11579448,9.78,,,,5.479,PETRO,,,,2026-04-18T04:49:01.930421+00:00,,Yes,2026-04-18T04:49:01.930455+00:00,
"Road Ranger #270 - Moore, TX",29.0290735,-99.0507167,RAM OIL LTD. LLP|1104 W COMAL ST|PEARSALL,RAM OIL LTD. LLP,1104 W COMAL ST,PEARSALL,TX,78061-1712,28.892375,-99.105422,10.01,3.899,,4.999,5.399,SHELL,8303348754,False,True,2026-04-17T17:49:42.592000,1776448182592,No,,
"Road Ranger #271 - Odessa, TX",31.7638389,-102.3653369,ALLSUPS|3330 FM 866|ODESS,ALLSUPS,3330 FM 866,ODESSA,TX,,31.76377834,-102.542546,4.04,,,,,Wex,,,,,,No,,
"Road Ranger #271 - Odessa, TX",31.7638389,-102.3653369,FLYING J #1206|700 E HWY 302|KERMIT|RR271,FLYING J #1206,700 E HWY 302,KERMIT,TX,79745,31.85459,-103.09413,34.88,3.999,4.579,4.939,5.259,PILOT,8005626210,,,2026-04-18T04:45:46.514736+00:00,,Yes,2026-04-18T04:45:46.514744+00:00,1206
"Road Ranger #271 - Odessa, TX",31.7638389,-102.3653369,"Love's Travel Stop in Odessa , TX. Store #339|1901 W. I-20|Odessa","Love's Travel Stop in Odessa , TX. Store #339",1901 W. I-20,Odessa ,TX,79766,31.817324,-102.380801,6.1,3.759,4.209,4.609,5.189,Love's,(432) 335-7062,,,2026-04-18T04:47:13.481938+00:00,,Yes,2026-04-18T04:47:13.481967+00:00,
"Road Ranger #271 - Odessa, TX",31.7638389,-102.3653369,PILOT # 1147|127 W STATE HIGHWAY 302|KERMIT,PILOT # 1147,127 W STATE HIGHWAY 302,KERMIT,TX,79745-5116,31.846144,-103.091434,36.91,3.999,4.549,4.919,5.259,PILOT,8654745533,,,2026-04-18T04:45:33.642241+00:00,,Yes,2026-04-18T04:45:33.642243+00:00,1147
"Road Ranger #271 - Odessa, TX",31.7638389,-102.3653369,PILOT 1161|3145 METEOR CRATER RD|ODESSA,PILOT 1161,3145 METEOR CRATER RD,ODESSA,TX,79763-2451,31.75718,-102.47863,0.25,3.749,4.309,4.719,5.199,PILOT,8005626210,,,2026-04-18T04:45:35.261664+00:00,,Yes,2026-04-18T04:45:35.261672+00:00,1161
"Road Ranger #271 - Odessa, TX",31.7638389,-102.3653369,PILOT 1207|101 S LOOP 464 RD|MONAHANS|RR271,PILOT 1207,101 S LOOP 464 RD,MONAHANS,TX,79756-2801,31.57058,-102.90902,29.28,3.999,4.569,4.959,5.499,PILOT,8005626210,,,2026-04-18T04:45:49.728163+00:00,,Yes,2026-04-18T04:45:49.728166+00:00,1207
"Road Ranger #271 - Odessa, TX",31.7638389,-102.3653369,SHELL SERVICE STATIO|5934 W INTERSTATE 20|ODESSA,SHELL SERVICE STATIO,5934 W INTERSTATE 20,ODESSA,TX,79763,31.81071,-102.43352,5.15,3.749,4.149,,4.999,SHELL,4323815569,False,True,2026-04-18T02:58:21.137000,1776481101137,No,,
"Road Ranger #272 - Encinal, TX",28.0469596,-99.3485642,"Love's Travel Stop in Cotulla, TX. Store #862|1963 S IH 35|Cotulla","Love's Travel Stop in Cotulla, TX. Store #862",1963 S IH 35,Cotulla,TX,78014,28.416391,-99.250318,26.22,3.499,4.049,4.449,5.449,Love's,(830) 879-7101,,,2026-04-18T04:47:17.641473+00:00,,Yes,2026-04-18T04:47:17.641487+00:00,
"Road Ranger #272 - Encinal, TX",28.0469596,-99.3485642,"Love's Travel Stop in Encinal, TX. Store #298|28527 I-35|Encinal","Love's Travel Stop in Encinal, TX. Store #298",28527 I-35,Encinal,TX,78019,28.045577,-99.348797,0.1,3.699,4.349,4.749,5.289,Love's,(956) 948-7044,,,2026-04-18T04:47:16.171944+00:00,,Yes,2026-04-18T04:47:16.171972+00:00,
"Road Ranger #273 - Combes, TX",26.248973,-97.7290958,Valero - 21469|21469 US 77|Harlingen,Valero - 21469,21469 US 77,Harlingen ,TX,,26.24794691,-97.72595388,0.21,3.639,4.239,4.639,5.199,VALERO,,,,2026-04-18T04:49:32.382516+00:00,,Yes,2026-04-18T04:49:32.382542+00:00,9454a4f0-caea-46cc-9a58-57906d297d22
"Road Ranger #273 - Combes, TX",26.248973,-97.7290958,"Love's Travel Stop in Brownsville, TX. Store #767|3400 Nafta Parkway|Brownsville","Love's Travel Stop in Brownsville, TX. Store #767",3400 Nafta Parkway,Brownsville,TX,78526,25.954858,-97.418534,28.01,3.399,3.999,4.349,5.389,Love's,(956) 831-6770,,,2026-04-18T04:47:40.518347+00:00,,Yes,2026-04-18T04:47:40.518360+00:00,
"Road Ranger #273 - Combes, TX",26.248973,-97.7290958,"Love's Travel Stop in Donna, TX. Store #739|545 W I-2|Donna","Love's Travel Stop in Donna, TX. Store #739",545 W I-2,Donna,TX,78537,26.182717,-98.06724,21.46,3.349,3.899,4.299,5.389,Love's,(956) 464-1133,,,2026-04-18T04:47:39.069785+00:00,,Yes,2026-04-18T04:47:39.069798+00:00,
"Road Ranger #273 - Combes, TX",26.248973,-97.7290958,"Love's Travel Stop in Harlingen, TX. Store #885|21379 US 77 Expressway|Harlingen","Love's Travel Stop in Harlingen, TX. Store #885",21379 US 77 Expressway,Harlingen,TX,78550,26.249206,-97.726688,0.15,3.639,4.139,4.489,5.389,Love's,(956) 507-7934,,,2026-04-18T04:47:18.936825+00:00,,Yes,2026-04-18T04:47:18.936838+00:00,
"Road Ranger #273 - Combes, TX",26.248973,-97.7290958,"Love's Travel Stop in Kingsville, TX. Store #327|1451 N US Highway 77 Byp|Kingsville","Love's Travel Stop in Kingsville, TX. Store #327",1451 N US Highway 77 Byp,Kingsville,TX,78363,27.529889,-97.842143,88.78,3.569,4.069,4.419,5.279,Love's,(361) 592-7210,,,2026-04-18T04:47:43.189080+00:00,,Yes,2026-04-18T04:47:43.189098+00:00,
"Road Ranger #275 - Sonora, TX",30.580391,-100.646245,"Love's Travel Stop in Sonora, TX. Store #700|3880 Loop 467|Sonora","Love's Travel Stop in Sonora, TX. Store #700",3880 Loop 467,Sonora,TX,76950,30.571142,-100.585636,3.66,3.919,4.419,4.769,5.799,Love's,(325) 387-2768,,,2026-04-18T04:47:45.152341+00:00,,Yes,2026-04-18T04:47:45.152352+00:00,
"Road Ranger #275 - Sonora, TX",30.580391,-100.646245,PILOT|2342 N MAIN ST|JUNCTION,PILOT,2342 N MAIN ST,JUNCTION,,,30.50566785,-99.7764677,52.02,3.589,4.239,4.839,5.759,Pilot,,,,2026-04-18T04:45:38.496695+00:00,,Yes,2026-04-18T04:45:38.496702+00:00,1006
"Road Ranger #275 - Sonora, TX",30.580391,-100.646245,SUNOCO SRVC STATION|805 N CROCKETT AVE|SONORA,SUNOCO SRVC STATION,805 N CROCKETT AVE,SONORA,TX,76590,30.57478422,-100.6520307,0.55,3.899,,,,SUNOCO,2108243892,False,True,2026-04-17T10:37:45.548000,1776422265548,No,,
"Road Ranger #276 - Waco, TX",31.6506875,-97.0989245,ABBOTT TRAVEL CENTER|1197 IH 35 S|ABBOTT,ABBOTT TRAVEL CENTER,1197 IH 35 S,ABBOTT,TX,76621-3111,31.89967,-97.090915,17.21,3.859,,4.999,5.359,EXXONMOBIL,2548636826,False,True,2026-04-18T03:28:08.004000,1776482888004,No,,
"Road Ranger #276 - Waco, TX",31.6506875,-97.0989245,CHEVRON 0200164|705 NEW DALLAS HWY|LACY LAKEVIEW,CHEVRON 0200164,705 NEW DALLAS HWY,LACY LAKEVIEW,TX,76705-1732,31.60719,-97.11074,3.08,3.619,,,5.179,CHEVRON,9999999999,False,True,2026-04-17T23:04:10.802000,1776467050802,No,,
"Road Ranger #276 - Waco, TX",31.6506875,-97.0989245,PILOT 739|2409 S NEW RD|WACO,PILOT 739,2409 S NEW RD,WACO,TX,,31.5075712,-97.1451705,10.25,3.499,4.099,4.369,5.299,Pilot,,,,2026-04-18T04:45:40.110945+00:00,,Yes,2026-04-18T04:45:40.110952+00:00,739
"Road Ranger #276 - Waco, TX",31.6506875,-97.0989245,CIRCLE K #2741564|1301 N LOOP 340|LACY LAKEVIEW,CIRCLE K #2741564,1301 N LOOP 340,LACY LAKEVIEW,TX,76705-2473,31.604745,-97.11015,3.24,3.619,4.219,4.619,5.099,VALERO,2548671407,,,2026-04-17 18:38:00.0,,Yes,2026-04-18T04:46:28.030842+00:00,2741564
"Road Ranger #276 - Waco, TX",31.6506875,-97.0989245,"Love's Travel Stop in Hillsboro, TX. Store #231|1501 Corsicana Hwy|Hillsboro|RR276","Love's Travel Stop in Hillsboro, TX. Store #231",1501 Corsicana Hwy,Hillsboro,TX,76645,32.00952,-97.093528,24.8,3.389,3.889,4.239,5.189,Love's,(254) 582-2101,,,2026-04-18T04:47:46.542294+00:00,,Yes,2026-04-18T04:47:46.542306+00:00,
"Road Ranger #276 - Waco, TX",31.6506875,-97.0989245,PILOT|8055 S IH 35|ROBINSON,PILOT,8055 S IH 35,ROBINSON,,,31.4563268,-97.17167574,14.1,3.499,4.099,4.479,5.299,Pilot,,,,2026-04-18T04:45:41.738241+00:00,,Yes,2026-04-18T04:45:41.738243+00:00,432
"Road Ranger #277 - New Boston, TX",33.4772576,-94.4104669,CIRCLE K|905 N MCCOY BLVD|NEW,CIRCLE K,905 N MCCOY BLVD,New Boston,TX,,33.47614076,-94.40983703,0.09,3.499,4.099,4.499,4.999,Circlek,,,,2026-03-21 11:41:00.0,,Yes,2026-04-18T04:46:30.122682+00:00,2744522
