RR_Location,RR_Latitude,RR_Longitude,Station_ID,Station_Name,Station_Address,Station_City,Station_State,Station_Zip,Station_Latitude,Station_Longitude,Distance,Unleaded_Regular_Price,Unleaded_Plus_Price,Unleaded_Premium_Price,Diesel_Regular_Price,Brand,Phone,Excellent_Price,Current_Price,Transaction_Time,Transaction_Time_Ms,API_Updated,API_Updated_Time
"Road Ranger #136 - Cottage Grove, WI",42.9985528,-89.1996224,ZURBUCHEN ENERGY LLC|309 BRUCE ST|VERONA,ZURBUCHEN ENERGY LLC,309 BRUCE ST,VERONA,WI,53593,42.976373,-89.536835,17.11,,,,4.309,IFM'S   1,6088456989,False,False,2026-01-29T12:52:47.394000,1769691167394,No,
"Road Ranger #136 - Cottage Grove, WI",42.9985528,-89.1996224,KWIK TRIP #000653|1223 E WISCONSIN ST|PORTAGE,KWIK TRIP #000653,1223 E WISCONSIN ST,PORTAGE,WI,53901-2532,43.533819,-89.444452,38.98,,,,4.499,KWIK TRIP,6087425226,False,False,2026-02-07T02:57:51.866000,1770433071866,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,MACH. 1 5 LAKE SARA|16719 N 1000TH ST|EFFINGHAM,MACH. 1 5 LAKE SARA,16719 N 1000TH ST,EFFINGHAM,IL,62401-5343,39.16021,-88.61376,47.38,2.499,,,,PHILLIPS 66,2173622000,False,False,2026-02-07T23:05:56.515000,1770505556515,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,ROAD RANGER 139|1112 E SOUTHLINE RD|TUSCOLA,ROAD RANGER 139,1112 E SOUTHLINE RD,TUSCOLA,IL,61953-2048,39.79169,-88.26806,0.02,2.559,3.059,,3.889,UNBRANDED,2172535474,True,True,2026-02-08T21:03:05.129000,1770584585129,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,FUEL MART 787|1207 E SOUTHLINE RD|TUSCOLA,FUEL MART 787,1207 E SOUTHLINE RD,TUSCOLA,IL,61953-2047,39.79163,-88.259634,0.46,2.559,,,3.619,IFM'S   1,2172533925,True,True,2026-02-08T20:38:32.074000,1770583112074,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,CASEYS #1525|600 S MAIN ST|TUSCOLA,CASEYS #1525,600 S MAIN ST,TUSCOLA,IL,61953-1820,39.79428,-88.28769,1.04,2.559,,,,CASEY'S GENERAL STORE,2172536190,True,True,2026-02-09T00:58:44.433000,1770598724433,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,CASEYS #1473|200 S MAIN ST|ATWOOD,CASEYS #1473,200 S MAIN ST,ATWOOD,IL,61913-7168,39.79892,-88.46233,10.31,2.559,,,,CASEY'S GENERAL STORE,2175592491,True,True,2026-02-08T14:37:23.082000,1770561443082,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,LANMAN OIL CO.|1000 E SOUTHLINE RD|TUSCOLA,LANMAN OIL CO.,1000 E SOUTHLINE RD,TUSCOLA,IL,61953-2044,39.79161,-88.27198,0.2,2.599,,,,MARATHON,2172533116,True,True,2026-02-09T03:47:49.741000,1770608869741,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,MURPHY 6708 ATWALMRT|1206 AVENUE OF MID AMERICA|EFFINGHAM,MURPHY 6708 ATWALMRT,1206 AVENUE OF MID AMERICA,EFFINGHAM,IL,62401-4586,39.13937,-88.56286,47.75,2.599,,3.799,,MURPHY USA,8708816817,True,True,2026-02-08T23:32:04.632000,1770593524632,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,BP 2191300|1702 W EVERGREEN AVE|EFFINGHAM,BP 2191300,1702 W EVERGREEN AVE,EFFINGHAM,IL,62401-4425,39.135039,-88.572347,48.2,2.599,3.189,,,BP PRODUCTS NA,2173477183,True,True,2026-02-08T19:31:13.534000,1770579073534,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,CASEYS #2325|1104 S WILLOW ST|EFFINGHAM,CASEYS #2325,1104 S WILLOW ST,EFFINGHAM,IL,62401-4043,39.111708,-88.536657,49.13,2.599,,,3.599,CASEY'S GENERAL STORE,2174720519,True,True,2026-02-08T22:04:48.056000,1770588288056,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,CASEYS #2941|1101 S BANKER ST|EFFINGHAM,CASEYS #2941,1101 S BANKER ST,EFFINGHAM,IL,62401-2709,39.112822,-88.54693,49.22,2.599,,,3.599,CASEY'S GENERAL STORE,2174720511,True,True,2026-02-08T23:02:52.717000,1770591772717,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,IL 0229|314 E SOUTHLINE RD|TUSCOLA,IL 0229,314 E SOUTHLINE RD,TUSCOLA,IL,61953-2057,39.79162,-88.283714,0.82,2.639,,,,EXXONMOBIL,2172531099,False,False,2026-02-06T15:52:52.667000,1770393172667,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,BP 8439267|306 N SPRING CREEK RD R|MONTROSE,BP 8439267,306 N SPRING CREEK RD R,MONTROSE,IL,62445-1109,39.167218,-88.37923,43.57,2.639,,,3.599,BP PRODUCTS NA,2179244150,False,False,2026-02-09T03:46:47.696000,1770608807696,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,FASMART 560|309 N SPRING CREEK RD R|MONTROSE,FASMART 560,309 N SPRING CREEK RD R,MONTROSE,IL,62445-1122,39.167255,-88.37923,43.57,2.639,3.549,,,PHILLIPS 66,8047301568,False,False,2026-02-07T16:39:10.442000,1770482350442,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,JACK FLASH FAYETTE|1502 W FAYETTE AVE|EFFINGHAM,JACK FLASH FAYETTE,1502 W FAYETTE AVE,EFFINGHAM,IL,62401-1900,39.12048,-88.56214,48.97,2.639,3.039,,,PHILLIPS 66,2173424043,True,True,2026-02-09T03:29:19.990000,1770607759990,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,FREEDOM OIL #74|101 S BUSINESS 51|ASSUMPTION,FREEDOM OIL #74,101 S BUSINESS 51,ASSUMPTION,IL,62510-1121,39.518,-89.04307,45.35,2.649,,,,UNKNOWN,2172263321,True,True,2026-02-08T14:39:54.944000,1770561594944,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,CASEYS #1832|312 W MAIN ST|TEUTOPOLIS,CASEYS #1832,312 W MAIN ST,TEUTOPOLIS,IL,62467-1204,39.131631,-88.477378,46.97,2.649,,,3.599,CASEY'S GENERAL STORE,2175715335,True,True,2026-02-08T23:08:39.378000,1770592119378,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,MACH. 1 2 TEUTOPOLIS|1505 W MAIN ST|TEUTOPOLIS,MACH. 1 2 TEUTOPOLIS,1505 W MAIN ST,TEUTOPOLIS,IL,62467-1219,39.12761,-88.497816,47.51,2.649,,,,PHILLIPS 66,2177024873,False,False,2026-02-07T20:44:04.680000,1770497044680,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,QUIKTRIP 7191|1320 N 3RD ST|EFFINGHAM,QUIKTRIP 7191,1320 N 3RD ST,EFFINGHAM,IL,62401-3063,39.142745,-88.534844,47.06,2.659,,3.789,3.499,QUIKTRIP,8002473452,True,True,2026-02-09T03:43:53.152000,1770608633152,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,MOTOMART #3108|1315 N 3RD ST|EFFINGHAM,MOTOMART #3108,1315 N 3RD ST,EFFINGHAM,IL,62401-3083,39.14191,-88.53531,47.12,2.659,,,,UNBRANDED,2173429402,True,True,2026-02-08T21:41:54.766000,1770586914766,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,JACK FLASH EFFINGHAM|1200 N KELLER DR|EFFINGHAM,JACK FLASH EFFINGHAM,1200 N KELLER DR,EFFINGHAM,IL,62401-4523,39.13707,-88.56427,47.92,2.659,,,,PHILLIPS 66,2173475322,True,True,2026-02-09T01:28:52.461000,1770600532461,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,BP 2190700|1805 W FAYETTE AVE|EFFINGHAM,BP 2190700,1805 W FAYETTE AVE,EFFINGHAM,IL,62401-1991,39.12055,-88.57162,49.13,2.669,,,3.949,BP PRODUCTS NA,2173470480,True,True,2026-02-08T16:01:47.919000,1770566507919,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,SAMS|915 W MARKETVIEW DR|CHAMPAIGN,SAMS,915 W MARKETVIEW DR,CHAMPAIGN,IL,61822-1225,40.138838,-88.260682,23.97,2.699,,,,UNKNOWN,2173552223,True,True,2026-02-08T18:10:50.010000,1770574250010,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,FINDLAY ONE STOP|101 W DIVISION ST|FINDLAY,FINDLAY ONE STOP,101 W DIVISION ST,FINDLAY,IL,62534-9753,39.52169,-88.75455,31.9,2.699,,,3.399,UNKNOWN,2177563143,False,False,2026-02-05T12:08:11.487000,1770293291487,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,SAMS CLUB|4334 N PROSPECT DR|DECATUR,SAMS CLUB,4334 N PROSPECT DR,DECATUR,IL,62526-6112,39.90126,-88.954,37.15,2.699,,,3.439,UNKNOWN,2178769202,True,True,2026-02-08T19:20:26.666000,1770578426666,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,CLARK 3397|615 N CEDAR ST|SHELBYVILLE,CLARK 3397,615 N CEDAR ST,SHELBYVILLE,IL,62565-1247,39.41256,-88.80725,38.86,2.699,,,,UNKNOWN,1234567890,False,False,2026-02-05T17:06:14.721000,1770311174721,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,CASEYS #2814|317 S BUSINESS 51|ASSUMPTION,CASEYS #2814,317 S BUSINESS 51,ASSUMPTION,IL,62510-1335,39.51485,-89.04314,45.45,2.699,,,3.699,CASEY'S GENERAL STORE,2172263655,False,False,2026-02-07T14:25:50.768000,1770474350768,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,JAI HARIKRISHNA|199 N JACKSON ST|PERRYSVILLE,JAI HARIKRISHNA,199 N JACKSON ST,PERRYSVILLE,IN,47974-8150,40.05233,-87.43305,47.78,2.699,,,3.799,MARATHON,8475715840,False,False,2026-01-19T22:19:34.077000,1768861174077,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,VILLAGE PANTRY 5210|502 N OAKWOOD ST|OAKWOOD,VILLAGE PANTRY 5210,502 N OAKWOOD ST,OAKWOOD,IL,61858-9504,40.12391,-87.77837,34.63,2.739,,3.689,3.558,PHILLIPS 66,2173544614,False,False,2026-02-08T21:01:26.487000,1770584486487,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,CIRCLE K # 01253|2760 N OAKLAND AVE|DECATUR,CIRCLE K # 01253,2760 N OAKLAND AVE,DECATUR,IL,62526-3199,39.871651,-88.972978,37.79,2.749,,,,CIRCLE K,2178726037,True,True,2026-02-09T02:41:58.501000,1770604918501,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,CASEYS #1939|1525 W MOUND RD|DECATUR,CASEYS #1939,1525 W MOUND RD,DECATUR,IL,62526-9559,39.890597,-88.983933,38.57,2.749,,,3.589,CASEY'S GENERAL STORE,2174720566,True,True,2026-02-08T19:01:00.435000,1770577260435,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,CASEYS #1993|819 W NATIONAL AVE|WEST TERRE HAUTE,CASEYS #1993,819 W NATIONAL AVE,WEST TERRE HAUTE,IN,47885-1307,39.46428,-87.45294,48.94,2.749,,,3.799,CASEY'S GENERAL STORE,8125330470,True,True,2026-02-08T19:27:36.426000,1770578856426,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,OM FOOD MART LLC|15 E NATIONAL AVE|WEST TERRE HAUTE,OM FOOD MART LLC,15 E NATIONAL AVE,WEST TERRE HAUTE,IN,47885-1444,39.466732,-87.444329,49.27,2.749,,,,MARATHON,8122349883,False,False,2026-02-06T19:53:10.026000,1770407590026,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,VIKINGS FOOD MART|1160 W NATIONAL AVE|WEST TERRE HAUTE,VIKINGS FOOD MART,1160 W NATIONAL AVE,WEST TERRE HAUTE,IN,47885-1336,39.4629,-87.45722,48.79,2.750,,,,PHILLIPS 66,8125331618,False,False,2026-02-07T14:21:40.387000,1770474100387,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,CASEYS #1808|320 S HAMILTON ST|SULLIVAN,CASEYS #1808,320 S HAMILTON ST,SULLIVAN,IL,61951-1929,39.596474,-88.60932,22.61,2.759,,,3.599,CASEY'S GENERAL STORE,2175715113,False,True,2026-02-08T22:52:33.033000,1770591153033,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,BP 6455182|2185 E WOOD ST|DECATUR,BP 6455182,2185 E WOOD ST,DECATUR,IL,62521-3178,39.841087,-88.926457,35.09,2.759,,,,BP PRODUCTS NA,2174233484,False,False,2026-02-04T13:23:47.223000,1770211427223,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,ANSHDEEP LLC|1107 W JACKSON ST|SULLIVAN,ANSHDEEP LLC,1107 W JACKSON ST,SULLIVAN,IL,61951-1029,39.60088,-88.619498,22.87,2.779,,,,MARATHON,2177289600,False,True,2026-02-08T12:41:51.188000,1770554511188,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,ON THE FLY #838|1741 E STATE ROAD 16|CLINTON,ON THE FLY #838,1741 E STATE ROAD 16,CLINTON,IN,47842,39.66493,-87.42441,45.7,2.779,,,,UNKNOWN,8137400422,False,True,2026-02-08T21:54:34.450000,1770587674450,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,SUNOCO SRVC STATION|1458 INDIANA 163|CLINTON,SUNOCO SRVC STATION,1458 INDIANA 163,CLINTON,IN,47842,39.66493,-87.42441,45.7,2.779,,,,SUNOCO,9999999999,False,False,2026-02-08T00:58:10.405000,1770512290405,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,CORNER STOP|507 W 1ST ST|CLINTON,CORNER STOP,507 W 1ST ST,CLINTON,IN,47842,39.687859,-87.409689,46.18,2.779,,,,UNBRANDED,7658326176,False,False,2026-02-06T20:17:41.498000,1770409061498,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,CASEYS #2390|1211 WESTERN AVE|CLINTON,CASEYS #2390,1211 WESTERN AVE,CLINTON,IN,47842-1063,39.65881,-87.41318,46.36,2.779,,,3.669,CASEY'S GENERAL STORE,7656002839,False,True,2026-02-09T00:58:11.031000,1770598691031,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,CASEYS #1976|1501 N 9TH ST|CLINTON,CASEYS #1976,1501 N 9TH ST,CLINTON,IN,47842-1518,39.67547,-87.40822,46.4,2.779,,,,CASEY'S GENERAL STORE,7658321850,False,True,2026-02-09T03:48:43.539000,1770608923539,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,GERALD DUGAN AND DEN|249 S MACON ST|BEMENT,GERALD DUGAN AND DEN,249 S MACON ST,BEMENT,IL,61813,39.920874,-88.571773,18.39,2.799,,,,MARATHON,2176785451,False,False,2026-02-06T22:20:58.098000,1770416458098,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,CASEYS #1672|1014 KENTUCKY AVE|WINDSOR,CASEYS #1672,1014 KENTUCKY AVE,WINDSOR,IL,61957-1628,39.437127,-88.59343,30.01,2.799,,,3.649,CASEY'S GENERAL STORE,2174720412,False,True,2026-02-08T23:33:37.436000,1770593617436,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,STRASBURG SHORT STOP|100 S WALNUT ST|STRASBURG,STRASBURG SHORT STOP,100 S WALNUT ST,STRASBURG,IL,62465-1028,39.35116,-88.61989,35.75,2.799,,4.399,,MARATHON,2176443280,False,True,2026-02-08T19:26:13.819000,1770578773819,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,THORNTONS #222381|1707 E PERSHING RD|DECATUR,THORNTONS #222381,1707 E PERSHING RD,DECATUR,IL,62526-2811,39.87736,-88.93313,35.76,2.799,,,3.499,THORNTONS,2178778646,False,True,2026-02-08T19:00:35.556000,1770577235556,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,THORNTONS #222382|612 E MOUND RD|DECATUR,THORNTONS #222382,612 E MOUND RD,DECATUR,IL,62526-1949,39.891415,-88.950148,36.82,2.799,,,3.599,THORNTONS,2178754204,False,True,2026-02-08T23:30:56.578000,1770593456578,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,RAYS CORNER MARKET L|605 W ELDORADO ST|DECATUR,RAYS CORNER MARKET L,605 W ELDORADO ST,DECATUR,IL,62522-2118,39.845679,-88.963677,37.09,2.799,,,,MARATHON,2174222580,False,False,2026-02-03T19:27:38.999000,1770146858999,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,CIRCLE K # 0045|1315 KOESTER DR|FORSYTH,CIRCLE K # 0045,1315 KOESTER DR,FORSYTH,IL,62535-9625,39.917395,-88.954359,37.41,2.799,,3.899,3.599,CIRCLE K,2178753647,False,True,2026-02-09T04:10:58.198000,1770610258198,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,BP 1873421|1108 W ELDORADO ST 1|DECATUR,BP 1873421,1108 W ELDORADO ST 1,DECATUR,IL,62522-2016,39.845535,-88.973171,37.59,2.799,,,,BP PRODUCTS NA,2174245189,False,True,2026-02-08T19:54:58.423000,1770580498423,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,DANVILLE FAST STOP E|9 S HENNING RD|DANVILLE,DANVILLE FAST STOP E,9 S HENNING RD,DANVILLE,IL,61832-5350,40.12796,-87.69665,38.15,2.799,,,,UNBRANDED,2174424737,False,True,2026-02-08T11:23:29.305000,1770549809305,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,CASEYS #1903|301 E MAIN ST # 1700|SHELBYVILLE,CASEYS #1903,301 E MAIN ST # 1700,SHELBYVILLE,IL,62565-1625,39.40671,-88.79039,38.48,2.799,2.749,,,CASEY'S GENERAL STORE,2173508655,False,True,2026-02-09T00:22:36.270000,1770596556270,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,MOTOMART #3124|1003 W MAIN ST|SHELBYVILLE,MOTOMART #3124,1003 W MAIN ST,SHELBYVILLE,IL,62565-1248,39.406536,-88.804875,39.05,2.799,,,3.799,UNBRANDED,2177745710,False,True,2026-02-08T20:35:11.721000,1770582911721,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,JESSIE AND RICHIE IN|1200 W MAIN ST|SHELBYVILLE,JESSIE AND RICHIE IN,1200 W MAIN ST,SHELBYVILLE,IL,62565-1253,39.40651,-88.80714,39.14,2.799,3.899,,,MARATHON,2177742947,False,True,2026-02-09T03:01:13.356000,1770606073356,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,894 STEWARDSON|337 IL 32|STEWARDSON,894 STEWARDSON,337 IL 32,STEWARDSON,IL,62463,39.27072,-88.6164,40.51,2.799,3.399,,,PHILLIPS 66,2176823367,False,False,2026-02-05T21:35:23.562000,1770327323562,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,CASEYS #1642|RR 2 BOX 123A|TOWER HILL,CASEYS #1642,RR 2 BOX 123A,TOWER HILL,IL,62571-9677,39.38207,-88.95913,46.42,2.799,,,3.299,CASEY'S GENERAL STORE,5153814756,False,False,2026-02-07T21:55:48.115000,1770501348115,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,JAY BHAWANI LLC|425 ELM ST|CLINTON,JAY BHAWANI LLC,425 ELM ST,CLINTON,IN,47842-2011,39.65716,-87.401662,46.99,2.799,,,,MARATHON,7658323709,False,True,2026-02-08T19:38:48.761000,1770579528761,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,SUNOCO SRVC STATION|4802 US HIGHWAY 150|W TERRE HAUTE,SUNOCO SRVC STATION,4802 US HIGHWAY 150,W TERRE HAUTE,IN,47885-7508,39.52306,-87.45417,47.12,2.799,,,3.699,SUNOCO,8122812301,False,True,2026-02-08T20:13:54.384000,1770581634384,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,CITGO MAIN ST. MINI M|453 S MAIN ST|CLINTON,CITGO MAIN ST. MINI M,453 S MAIN ST,CLINTON,IN,47842-2415,39.656556,-87.398219,47.18,2.799,,,,CITGO,7658289774,False,False,2026-02-06T22:19:04.546000,1770416344546,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,SHELL SERVICE STATIO|1500 W US HIGHWAY 36|DANA,SHELL SERVICE STATIO,1500 W US HIGHWAY 36,DANA,IN,47847-8001,39.7968,-87.50249,40.66,2.800,,,,SHELL,7656653335,False,False,2026-02-07T17:36:23.426000,1770485783426,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,CASEYS #2820|310 S JACKSON ST|CERRO GORDO,CASEYS #2820,310 S JACKSON ST,CERRO GORDO,IL,61818-4347,39.88845,-88.72641,25.2,2.809,,,3.589,CASEY'S GENERAL STORE,2174720553,False,True,2026-02-08T20:39:14.680000,1770583154680,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,MEIJER 247|2500 PHILO RD|URBANA,MEIJER 247,2500 PHILO RD,URBANA,IL,61802-8044,40.0861,-88.19052,20.74,2.829,,3.829,,UNBRANDED,9999999999,False,True,2026-02-08T19:02:23.362000,1770577343362,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,MURPHY 6554 ATWALMRT|105 DETTRO DR|MATTOON,MURPHY 6554 ATWALMRT,105 DETTRO DR,MATTOON,IL,61938-9019,39.48308,-88.33594,21.64,2.829,,,,MURPHY USA,8708816817,False,False,2026-02-07T16:33:14.446000,1770481994446,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,SHELL SERVICE STATIO|3603 E WILLIAM STREET RD|DECATUR,SHELL SERVICE STATIO,3603 E WILLIAM STREET RD,DECATUR,IL,62521-1658,39.84934,-88.90142,33.83,2.829,,,,SHELL,2174280259,False,False,2026-02-06T21:58:04.284000,1770415084284,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,CASEYS #1913|150 S STATE ROUTE 12|WARRENSBURG,CASEYS #1913,150 S STATE ROUTE 12,WARRENSBURG,IL,62573,39.93648,-89.06471,43.4,2.829,,,3.539,CASEY'S GENERAL STORE,2175715106,False,False,2026-02-07T21:25:37.820000,1770499537820,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,CASEYS #3538|417 S CHESTNUT ST|LE ROY,CASEYS #3538,417 S CHESTNUT ST,LE ROY,IL,61752,40.344044,-88.760492,46.18,2.829,2.679,,3.449,CASEY'S GENERAL STORE,3099623280,False,True,2026-02-09T00:41:41.584000,1770597701584,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,SHELL SERVICE STATIO|805 S HEMLOCK ST|LE ROY,SHELL SERVICE STATIO,805 S HEMLOCK ST,LE ROY,IL,61752-1680,40.340106,-88.769652,46.23,2.829,3.500,,,SHELL,3099628466,False,True,2026-02-08T16:18:28.224000,1770567508224,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,FREEDOM OIL #53|101 W CEDAR ST|LEROY,FREEDOM OIL #53,101 W CEDAR ST,LEROY,IL,61752-1713,40.34532,-88.76171,46.29,2.829,,,3.339,UNKNOWN,3094684666,False,False,2026-02-06T19:38:22.455000,1770406702455,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,BP 5823836|2532 E US HIGHWAY 36|NEWMAN,BP 5823836,2532 E US HIGHWAY 36,NEWMAN,IL,61942-9478,39.79227,-87.99328,14.6,2.849,,,,BP PRODUCTS NA,2178372935,False,False,2026-02-06T14:19:39.058000,1770387579058,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,DECATUR MARATHON|3595 LARKDALE CT|DECATUR,DECATUR MARATHON,3595 LARKDALE CT,DECATUR,IL,62526-2292,39.887804,-88.916574,35.02,2.849,,,3.599,MARATHON,2178751740,False,False,2026-02-06T23:26:08.659000,1770420368659,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,QUIKTRIP 7194|1505 N NEIL ST|CHAMPAIGN,QUIKTRIP 7194,1505 N NEIL ST,CHAMPAIGN,IL,61820-2224,40.13202,-88.24366,23.53,2.859,,4.119,3.399,QUIKTRIP,8002473452,False,True,2026-02-09T01:45:19.241000,1770601519241,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,MURPHY 7231 ATWALMRT|2602 N PROSPECT AVE|CHAMPAIGN,MURPHY 7231 ATWALMRT,2602 N PROSPECT AVE,CHAMPAIGN,IL,61822-1251,40.146662,-88.257988,24.51,2.859,,4.079,,MURPHY USA,8708816817,False,True,2026-02-08T19:56:56.923000,1770580616923,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,ROAD RANGER 132|4910 MARKET ST|CHAMPAIGN,ROAD RANGER 132,4910 MARKET ST,CHAMPAIGN,IL,61822,40.17689,-88.24063,26.64,2.859,3.279,3.969,3.709,UNBRANDED,2176437774,False,True,2026-02-08T21:26:32.023000,1770585992023,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,JACK FLASH LAKELAND|4920 LAKE LAND CT|MATTOON,JACK FLASH LAKELAND,4920 LAKE LAND CT,MATTOON,IL,61938-9076,39.41526,-88.37781,26.67,2.859,,,,PHILLIPS 66,2172350588,False,True,2026-02-08T23:17:50.470000,1770592670470,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,SHELL SERVICE STATIO|1207 E WOOD ST|DECATUR,SHELL SERVICE STATIO,1207 E WOOD ST,DECATUR,IL,62521-2856,39.840602,-88.940294,35.82,2.860,,3.859,,SHELL,2177065440,False,False,2026-02-07T13:04:37.479000,1770469477479,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,MACH. 1 11 CHARLESTON|702 W LINCOLN AVE|CHARLESTON,MACH. 1 11 CHARLESTON,702 W LINCOLN AVE,CHARLESTON,IL,61920-2446,39.48429,-88.19177,21.65,2.869,,,,PHILLIPS 66,2173830603,False,True,2026-02-08T23:29:37.651000,1770593377651,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,CASEYS #1700|750 S STATE ST|WESTVILLE,CASEYS #1700,750 S STATE ST,WESTVILLE,IL,61883-1662,40.035532,-87.63837,37.39,2.869,,,3.599,CASEY'S GENERAL STORE,2172677560,False,True,2026-02-08T13:36:06.265000,1770557766265,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,WESTVILLE|1717 N STATE ST|WESTVILLE,WESTVILLE,1717 N STATE ST,WESTVILLE,IL,61883-1035,40.0597,-87.63846,38.16,2.869,,,,PHILLIPS 66,2172673966,False,True,2026-02-08T19:40:14.719000,1770579614719,No,
"Road Ranger #139 - Tuscola, IL",39.7919732,-88.2683213,MACH. 1 9 CLINTON|303 W VAN BUREN ST|CLINTON,MACH. 1 9 CLINTON,303 W VAN BUREN ST,CLINTON,IL,61727-2237,40.148067,-88.96339,44.27,2.869,,,,PHILLIPS 66,2173987500,False,True,2026-02-09T02:00:07.966000,1770602407966,No,
